Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.07    0.00    3.56    2.08    0.00   84.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdc               0.00    13.00    0.00   40.00     0.00 31208.00  1560.40     8.27  210.40    0.00  210.40  25.10 100.40
sdd               0.00    13.00    0.00   62.00     0.00 60660.00  1956.77    12.40  236.39    0.00  236.39  16.19 100.40
sde               0.00     6.00    0.00   18.00     0.00 12880.00  1431.11     7.10  280.67    0.00  280.67  55.78 100.40
sdf               0.00    14.00    0.00   50.00     0.00 34804.00  1392.16    12.08  240.96    0.00  240.96  20.08 100.40
sdg               0.00    53.00    1.00  507.00     8.00 38686.00   152.34   110.99  218.95  124.00  219.14   1.98 100.40
sdh               0.00    20.00    0.00   61.00     0.00 61784.00  2025.70    10.86  215.28    0.00  215.28  16.46 100.40
sdi               0.00     8.00    0.00   24.00     0.00 15260.00  1271.67     6.08  230.50    0.00  230.50  41.83 100.40
sdl               0.00    10.00    0.00   27.00     0.00 20712.00  1534.22     8.32  296.00    0.00  296.00  37.19 100.40
sdj               0.00     8.00    0.00   27.00     0.00 20152.00  1492.74     7.86  271.56    0.00  271.56  37.04 100.00
sdk               0.00     9.00    0.00   26.00     0.00 20304.00  1561.85     6.70  267.23    0.00  267.23  34.15  88.80
sdm               0.00    21.00    1.00   35.00     8.00 28604.00  1589.56    10.58  257.67  240.00  258.17  27.78 100.00
sdo               0.00     8.00    0.00   26.00     0.00 18744.00  1441.85     7.52  286.00    0.00  286.00  37.54  97.60
sdn               0.00    16.00    0.00   43.00     0.00 32924.00  1531.35    10.30  233.21    0.00  233.21  23.26 100.00
sdp               0.00     9.00    1.00   44.00     8.00 30188.00  1342.04    10.03  217.87  396.00  213.82  22.22 100.00
sdr               0.00     7.00    0.00   25.00     0.00 15632.00  1250.56     6.82  269.44    0.00  269.44  39.84  99.60
sds               0.00    13.00    0.00   38.00     0.00 35216.00  1853.47     9.40  248.00    0.00  248.00  26.32 100.00
sdt               0.00    12.00    0.00   39.00     0.00 43264.00  2218.67     8.37  323.69    0.00  323.69  25.64 100.00
sdq               0.00     6.00    0.00   27.00     0.00 16000.00  1185.19     4.48  172.44    0.00  172.44  36.89  99.60
sdv               0.00     8.00    0.00   36.00     0.00 45276.00  2515.33    16.60  442.22    0.00  442.22  27.78 100.00
sdw               0.00     5.00    0.00   29.00     0.00 23268.00  1604.69     7.19  220.97    0.00  220.97  34.48 100.00
sdu               0.00     9.00    0.00   31.00     0.00 22496.00  1451.35     6.85  225.68    0.00  225.68  32.26 100.00
sdy               0.00    60.00    2.00  409.00    16.00  7529.50    36.72    70.65  152.34  286.00  151.69   2.43 100.00
sdx               0.00    20.00    3.00   46.00    24.00 42032.00  1716.57    11.58  243.92  253.33  243.30  20.41 100.00
sdz               0.00    18.00    0.00   12.00     0.00   284.00    47.33     0.14   11.33    0.00   11.33  11.33  13.60
dm-0              0.00     0.00    0.00   30.00     0.00   284.00    18.93     0.39   13.07    0.00   13.07   4.53  13.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          40.96    0.00   18.31   12.68    0.00   28.06

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    20.00    0.00   50.00     0.00 42304.00  1692.16     8.23  164.40    0.00  164.40  19.92  99.60
sdb               0.00     0.00    0.00   35.00     0.00 16660.00   952.00     5.88  167.54    0.00  167.54  28.23  98.80
sdc               0.00     7.00    0.00   43.00     0.00 25852.00  1202.42     7.21  169.86    0.00  169.86  23.16  99.60
sdd               0.00    13.00    0.00   46.00     0.00 29788.00  1295.13     7.94  150.70    0.00  150.70  21.65  99.60
sde               0.00     5.00    0.00   32.00     0.00 26628.00  1664.25     4.80  175.25    0.00  175.25  31.13  99.60
sdf               0.00    12.00    0.00   61.00     0.00 46628.00  1528.79     9.40  140.79    0.00  140.79  16.33  99.60
sdg               0.00    29.00    0.00   48.00     0.00 44388.50  1849.52     8.05  152.42    0.00  152.42  20.75  99.60
sdh               0.00    19.00    0.00   65.00     0.00 46952.00  1444.68     9.53  129.42    0.00  129.42  15.32  99.60
sdi               0.00    10.00    0.00   55.00     0.00 44232.00  1608.44     8.06  138.55    0.00  138.55  18.11  99.60
sdl               0.00     9.00    0.00   44.00     0.00 34388.00  1563.09     4.81   98.18    0.00   98.18  22.64  99.60
sdj               0.00    15.00    0.00   47.00     0.00 42208.00  1796.09     8.92  174.55    0.00  174.55  21.19  99.60
sdk               0.00     1.00    0.00   14.00     0.00  6764.00   966.29     2.10  111.14    0.00  111.14  45.71  64.00
sdm               0.00    17.00    0.00   49.00     0.00 39144.00  1597.71     8.43  178.86    0.00  178.86  20.41 100.00
sdo               0.00     4.00    0.00   33.00     0.00 18460.00  1118.79     4.35  125.94    0.00  125.94  30.06  99.20
sdn               0.00     7.00    0.00   36.00     0.00 29124.00  1618.00     5.05  136.11    0.00  136.11  27.78 100.00
sdp               0.00     8.00    0.00   35.00     0.00 29192.00  1668.11     7.56  199.77    0.00  199.77  28.57 100.00
sdr               0.00     9.00    0.00   38.00     0.00 29256.00  1539.79     5.43  131.89    0.00  131.89  23.58  89.60
sds               0.00     9.00    0.00   44.00     0.00 28208.00  1282.18     8.36  166.36    0.00  166.36  22.73 100.00
sdt               0.00    10.00    0.00   39.00     0.00 23776.00  1219.28     4.80   94.15    0.00   94.15  25.64 100.00
sdq               0.00     9.00    0.00   37.00     0.00 29128.00  1574.49     4.92   99.35    0.00   99.35  27.03 100.00
sdv               0.00     5.00    0.00   39.00     0.00 22388.00  1148.10     6.93  167.79    0.00  167.79  25.23  98.40
sdw               0.00    11.00    0.00   48.00     0.00 36996.00  1541.50     7.88  186.42    0.00  186.42  20.83 100.00
sdu               0.00    13.00    0.00   42.00     0.00 35392.00  1685.33     5.00  100.10    0.00  100.10  23.62  99.20
sdy               0.00     1.00    0.00   84.00     0.00 14349.50   341.65     6.08  174.76    0.00  174.76   8.62  72.40
sdx               0.00    10.00    7.00   27.00    56.00 25544.00  1505.88     7.61  225.53  168.57  240.30  29.41 100.00
sdz               0.00    11.00    0.00   13.00     0.00   136.00    20.92     1.05   13.85    0.00   13.85   7.08   9.20
dm-0              0.00     0.00    0.00   55.00     0.00   448.00    16.29     1.21    5.75    0.00    5.75   1.67   9.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          21.85    0.00   11.48    7.24    0.00   59.43

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     8.00    0.00   20.00     0.00 16856.00  1685.60    10.87  519.80    0.00  519.80  50.00 100.00
sdb               0.00     1.00    0.00    8.00     0.00  3880.00   970.00     4.22  430.50    0.00  430.50 124.50  99.60
sdc               0.00     5.00    0.00   16.00     0.00 10852.00  1356.50     8.34  535.25    0.00  535.25  62.50 100.00
sdd               0.00    11.00    0.00   28.00     0.00 25688.00  1834.86    10.25  366.71    0.00  366.71  35.71 100.00
sde               0.00     9.00    0.00   19.00     0.00 15812.00  1664.42    10.17  494.95    0.00  494.95  52.63 100.00
sdf               0.00     7.00    0.00   20.00     0.00 16580.00  1658.00     9.26  477.80    0.00  477.80  50.00 100.00
sdg               0.00    11.00    0.00   20.00     0.00 21016.00  2101.60    10.34  472.00    0.00  472.00  50.00 100.00
sdh               0.00     8.00    0.00   24.00     0.00 18412.00  1534.33    10.05  410.00    0.00  410.00  41.67 100.00
sdi               0.00    11.00    0.00   22.00     0.00 18140.00  1649.09    10.06  440.55    0.00  440.55  45.45 100.00
sdl               0.00     5.00    0.00   18.00     0.00 15804.00  1756.00     7.12  377.78    0.00  377.78  55.56 100.00
sdj               0.00     4.00    0.00   19.00     0.00 10896.00  1146.95     8.62  465.26    0.00  465.26  52.63 100.00
sdk               0.00     6.00    0.00   16.00     0.00 10120.00  1265.00     8.56  483.25    0.00  483.25  62.25  99.60
sdm               0.00    10.00    0.00   19.00     0.00 14540.00  1530.53     9.03  396.42    0.00  396.42  52.42  99.60
sdo               0.00     3.00    0.00   14.00     0.00  5704.00   814.86     3.86  199.14    0.00  199.14  71.14  99.60
sdn               0.00     7.00    0.00   22.00     0.00 17100.00  1554.55    10.32  433.64    0.00  433.64  45.45 100.00
sdp               0.00     6.00    0.00   19.00     0.00 11376.00  1197.47     9.09  422.32    0.00  422.32  52.63 100.00
sdr               0.00    12.00    0.00   22.00     0.00 15024.00  1365.82     8.21  330.55    0.00  330.55  45.45 100.00
sds               0.00     8.00    0.00   26.00     0.00 21260.00  1635.38    10.53  397.85    0.00  397.85  38.46 100.00
sdt               0.00     7.00    0.00   23.00     0.00 13232.00  1150.61    10.57  434.09    0.00  434.09  43.48 100.00
sdq               0.00     9.00    0.00   24.00     0.00 18152.00  1512.67    11.29  462.17    0.00  462.17  41.67 100.00
sdv               0.00     3.00    0.00   15.00     0.00 11416.00  1522.13     8.20  568.80    0.00  568.80  66.67 100.00
sdw               0.00     6.00    0.00   16.00     0.00 10348.00  1293.50     3.33  187.25    0.00  187.25  62.50 100.00
sdu               0.00     3.00    0.00   14.00     0.00 12436.00  1776.57     8.45  592.86    0.00  592.86  71.43 100.00
sdy               0.00     2.00    0.00   11.00     0.00  4172.00   758.55     6.32  407.64    0.00  407.64  89.82  98.80
sdx               0.00    49.00    1.00  337.00     8.00 17349.00   102.70    65.36  109.57  788.00  107.56   2.96 100.00
sdz               0.00    25.00    0.00   49.00     0.00   668.00    27.27     1.62   50.69    0.00   50.69   5.14  25.20
dm-0              0.00     0.00    0.00   43.00     0.00   356.00    16.56     1.95   66.14    0.00   66.14   5.86  25.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          45.99    0.00   26.27   12.79    0.00   14.94

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    19.00    1.00   45.00     8.00 42288.00  1838.96     9.04  213.48  152.00  214.84  21.74 100.00
sdb               0.00    22.00    2.00   49.00    12.00 38364.00  1504.94    10.34  197.88  168.00  199.10  19.61 100.00
sdc               0.00    12.00    0.00   44.00     0.00 30852.00  1402.36     7.96  169.55    0.00  169.55  22.82 100.40
sdd               0.00    21.00    0.00   61.00     0.00 52380.00  1717.38    10.20  174.43    0.00  174.43  16.46 100.40
sde               0.00    16.00    0.00   52.00     0.00 43512.00  1673.54     9.20  190.85    0.00  190.85  19.31 100.40
sdf               0.00    17.00    0.00   46.00     0.00 37012.00  1609.22     7.34  169.48    0.00  169.48  21.83 100.40
sdg               0.00    20.00    2.00   54.00    16.00 45364.00  1620.71    10.31  212.43  236.00  211.56  17.93 100.40
sdh               0.00    21.00    2.00   57.00    16.00 49484.00  1677.97     9.33  171.19  188.00  170.60  17.02 100.40
sdi               0.00    16.00    2.00   42.00    16.00 37092.00  1686.73     8.44  203.27  186.00  204.10  22.82 100.40
sdl               0.00     8.00    0.00   22.00     0.00 17012.00  1546.55     3.89  216.73    0.00  216.73  45.64 100.40
sdj               0.00    19.00    0.00   42.00     0.00 40644.00  1935.43     7.69  184.10    0.00  184.10  23.90 100.40
sdk               0.00    24.00    0.00   62.00     0.00 48744.00  1572.39    10.58  177.42    0.00  177.42  16.19 100.40
sdm               0.00    11.00    0.00   54.00     0.00 39596.00  1466.52     9.10  191.11    0.00  191.11  18.59 100.40
sdo               0.00    15.00    0.00   53.00     0.00 39612.00  1494.79     9.16  177.81    0.00  177.81  18.94 100.40
sdn               0.00    14.00    0.00   48.00     0.00 35980.00  1499.17     9.51  216.42    0.00  216.42  20.83 100.00
sdp               0.00    17.00    1.00   58.00     8.00 49004.00  1661.42     9.63  190.24  276.00  188.76  16.95 100.00
sdr               0.00    16.00    0.00   46.00     0.00 40668.00  1768.17     9.34  220.26    0.00  220.26  21.74 100.00
sds               0.00     9.00    0.00   41.00     0.00 28184.00  1374.83     6.71  183.90    0.00  183.90  24.39 100.00
sdt               0.00    12.00    0.00   55.00     0.00 40704.00  1480.15     9.26  180.29    0.00  180.29  18.18 100.00
sdq               0.00    12.00    0.00   42.00     0.00 31292.00  1490.10     8.17  211.62    0.00  211.62  23.62  99.20
sdv               0.00    20.00    0.00   49.00     0.00 41508.00  1694.20     9.22  180.65    0.00  180.65  20.41 100.00
sdw               0.00    16.00    0.00   44.00     0.00 39088.00  1776.73     7.89  178.91    0.00  178.91  22.73 100.00
sdu               0.00    64.00    0.00   46.00     0.00 39604.00  1721.91    14.06  216.00    0.00  216.00  21.74 100.00
sdy               0.00    14.00    0.00   40.00     0.00 34520.00  1726.00     7.30  225.60    0.00  225.60  25.00 100.00
sdx               0.00     4.00    1.00  169.00     8.00 31006.50   364.88    24.63  310.05  196.00  310.72   5.88 100.00
sdz               0.00    19.00    0.00   12.00     0.00   668.00   111.33     0.13   11.00    0.00   11.00  11.00  13.20
dm-0              0.00     0.00    0.00   31.00     0.00   668.00    43.10     0.37   12.00    0.00   12.00   4.26  13.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          50.09    0.00   26.86   12.18    0.00   10.88

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    22.00    2.00   61.00    16.00 51124.00  1623.49    11.25  170.98  122.00  172.59  15.94 100.40
sdb               0.00    36.00    7.00   56.00    56.00 47624.00  1513.65    15.56  159.24  159.43  159.21  15.94 100.40
sdc               0.00    26.00    0.00   68.00     0.00 57612.00  1694.47     9.21  140.53    0.00  140.53  14.71 100.00
sdd               0.00    20.00    1.00   64.00     4.00 52868.00  1626.83    10.09  160.25  312.00  157.88  15.38 100.00
sde               0.00    15.00    0.00   58.00     0.00 42700.00  1472.41     8.38  153.86    0.00  153.86  17.24 100.00
sdf               0.00    24.00    1.00   67.00     8.00 53976.00  1587.76     9.56  145.41  120.00  145.79  14.71 100.00
sdg               0.00    77.00    1.00  451.00     8.00 58510.00   258.93    70.40  156.93  212.00  156.81   2.21 100.00
sdh               0.00    20.00    5.00   62.00    40.00 50008.00  1493.97    11.11  161.85  190.40  159.55  14.93 100.00
sdi               0.00    82.00    2.00  498.00    16.00 56855.00   227.48    58.53  117.43  240.00  116.94   2.00 100.00
sdl               0.00     9.00    4.00   33.00    32.00 31208.00  1688.65     5.78  163.03  167.00  162.55  27.03 100.00
sdj               0.00    71.00    0.00   54.00     0.00 63544.00  2353.48    31.50  207.41    0.00  207.41  18.52 100.00
sdk               0.00    10.00    1.00   42.00     8.00 34120.00  1587.35     6.14  160.65  192.00  159.90  23.16  99.60
